Server Time,Server FPS,RAM [MB],out [Kbps],in [Kbps],Non-G Messages,Guaranteed Messages,BE-NG,BE-G,Player Count
9:26:32,19,8172,63320,794,0,23377,0,0,70
9:26:37,10,8183,84151,1370,0,10,0,0,70
9:26:42,12,8186,85751,1299,0,29419,0,0,70
9:26:47,20,8176,59685,855,0,1801,0,0,70
9:26:52,24,8178,55000,792,0,37357,0,0,70
9:26:57,24,8161,46910,758,0,8710,0,0,69
9:27:02,26,8161,40349,764,0,12939,0,0,69
9:27:07,26,8150,38680,821,0,10424,0,0,69
9:27:12,28,8150,25481,784,0,3105,0,0,69
9:27:17,27,8152,26638,739,0,5348,0,0,69
9:27:22,29,8154,26723,781,0,8850,0,0,69
9:27:27,28,8153,26491,776,0,17777,0,0,69
9:27:32,29,8155,25560,795,0,2454,0,0,69
9:27:37,27,8163,28697,825,0,59,0,0,69
9:27:42,26,8166,32470,886,0,77372,0,0,69
9:27:47,26,8184,30336,803,0,1190,0,0,69
9:27:52,26,8187,32744,782,0,73538,0,0,69
9:27:57,24,8187,36055,828,0,13464,0,0,69
9:28:03,26,8188,36065,805,0,18000,0,0,69
9:28:08,25,8189,41825,766,0,5139,0,0,69
9:28:13,24,8188,43555,777,0,24318,0,0,69
9:28:18,25,8189,42738,780,0,10403,0,0,69
9:28:23,26,8189,41359,752,0,8610,0,0,69
9:28:28,25,8188,38932,774,0,25457,0,0,69
9:28:33,28,8183,21604,749,0,9378,0,0,68
9:28:38,27,8189,25010,783,0,0,0,0,68
9:28:43,25,8190,34989,791,0,25895,0,0,68
9:28:48,25,8174,33332,854,0,27331,0,0,68
9:28:53,27,8176,26868,962,0,25549,0,0,68
9:28:58,27,8179,28019,1057,0,4748,0,0,68
9:29:03,28,8178,28132,1027,0,8576,0,0,68
9:29:08,24,8187,31559,1105,0,7412,0,0,68
9:29:13,25,8187,28655,1137,0,18449,0,0,69
9:29:18,23,8187,27236,1067,0,42927,0,0,69
9:29:23,24,8189,28557,1106,0,66724,0,0,69
9:29:28,23,8186,29457,1136,0,33768,0,0,69
9:29:33,27,8179,22540,1042,0,6976,0,0,69
9:29:38,28,8180,20942,888,0,4224,0,0,69
9:29:44,27,8184,27013,831,0,1141,0,0,69
9:29:49,28,8181,25437,852,0,22265,0,0,69
9:29:54,29,8183,25234,745,0,21664,0,0,69
9:29:59,26,8189,25755,720,0,0,0,0,69
9:30:04,28,8189,28600,674,0,14961,0,0,69
9:30:09,29,8189,32993,685,0,16442,0,0,69
9:30:14,19,8190,50982,982,0,5435,0,0,69
9:30:19,14,8189,62881,1263,0,5919,0,0,69
9:30:24,18,8170,57263,1049,0,627,0,0,69
9:30:29,27,8167,39018,695,0,31297,0,0,69
9:30:34,26,8160,36526,718,0,7232,0,0,69
9:30:39,30,8157,23134,683,0,8730,0,0,69
9:30:44,28,8165,23036,669,0,22434,0,0,69
9:30:49,29,8163,24395,669,0,9165,0,0,69
9:30:54,28,8156,24926,635,0,2730,0,0,68
9:30:59,29,8152,23941,666,0,598176,0,0,67
9:31:04,27,8158,23352,656,0,114,0,0,67
9:31:09,30,8160,23918,632,0,48,0,0,67
9:31:14,29,8164,25538,643,0,4158,0,0,67
9:31:19,30,8161,27346,657,0,19316,0,0,67
9:31:24,26,8168,27734,643,0,16443,0,0,68
9:31:29,28,8170,27720,766,0,9696,0,0,68
9:31:35,28,8171,29563,711,0,172650,0,0,68
9:31:40,29,8171,33874,686,0,7480,0,0,68
9:31:45,25,8176,38964,778,0,4284,0,0,68
9:31:50,25,8179,37143,775,0,8505,0,0,68
9:31:55,27,8183,34332,855,0,7599,0,0,68
9:32:00,21,8186,29540,882,0,7161,0,0,68
9:32:05,25,8189,33802,869,0,18749,0,0,68
9:32:10,15,8189,58845,1307,0,90019,0,0,68
9:32:15,12,8191,76095,1500,0,43590,0,0,68
9:32:20,9,8182,81286,1488,0,5577,0,0,68
9:32:25,29,8156,28651,712,0,19184,0,0,68
9:32:30,29,8160,23645,687,0,14670,0,0,68
9:32:35,30,8164,22153,704,0,4894,0,0,68
9:32:41,31,8162,18241,656,0,12939,0,0,68
9:32:46,31,8169,17913,656,0,8710,0,0,68
9:32:51,31,8171,16143,640,0,10,0,0,68
9:32:56,32,8171,16408,683,0,6201,0,0,68
9:33:01,29,8183,26040,798,0,570,0,0,68
9:33:06,20,8187,56644,1077,0,65298,0,0,67
9:33:11,15,8187,76479,1266,0,0,0,0,67
9:33:16,28,8167,44499,673,0,3904,0,0,67
9:33:21,27,8171,50279,708,0,4401,0,0,67
9:33:26,26,8176,54632,711,0,59,0,0,67
9:33:31,23,8178,56901,747,0,10774,0,0,67
9:33:36,24,8177,54588,699,0,0,0,0,67
9:33:41,25,8179,55651,687,0,1152,0,0,67
9:33:46,24,8184,55294,718,0,14729,0,0,67
9:33:51,27,8187,54602,650,0,0,0,0,67
9:33:56,25,8188,54161,673,0,4224,0,0,67
9:34:01,25,8191,54882,678,0,0,0,0,67
9:34:07,26,8189,55693,705,0,16244,0,0,67
9:34:12,25,8187,55732,712,0,9194,0,0,67
9:34:17,25,8188,54096,692,0,5226,0,0,67
9:34:22,25,8188,55810,707,0,39,0,0,67
9:34:27,25,8189,56144,712,0,5226,0,0,67
9:34:32,25,8189,56060,691,0,27008,0,0,67
9:34:37,24,8189,55055,674,0,949,0,0,67
9:34:42,25,8188,54600,640,0,2948,0,0,67
9:34:47,24,8187,55421,622,0,13449,0,0,67
9:34:52,24,8180,49850,716,0,4800,0,0,67
9:34:57,29,8168,24365,664,0,0,0,0,67
9:35:02,30,8168,23935,681,0,17174,0,0,67
9:35:07,31,8170,24421,693,0,8704,0,0,68
9:35:12,28,8165,22472,732,0,5304,0,0,68
9:35:17,31,8157,10356,678,0,8009,0,0,68
9:35:22,31,8158,10875,699,0,15304,0,0,68
9:35:27,32,8158,9899,694,0,30370,0,0,68
9:35:32,33,8156,9412,690,0,8432,0,0,68
9:35:37,32,8155,8585,724,0,9081,0,0,68
9:35:42,33,8157,8632,869,0,6349,0,0,68
9:35:47,31,8166,13136,925,0,1020,0,0,68
9:35:52,33,8171,13242,909,0,3840,0,0,68
9:35:57,31,8167,13809,834,0,23093,0,0,68
9:36:02,32,8176,21213,776,0,952,0,0,68
9:36:08,25,8182,29168,938,0,3850,0,0,68
9:36:13,21,8189,43485,1149,0,7744,0,0,68
9:36:18,20,8180,47402,1214,0,8763,0,0,68
9:36:23,31,8165,17415,763,0,0,0,0,69
9:36:28,33,8170,13823,698,0,4039,0,0,69
9:36:33,28,8178,16681,739,0,0,0,0,69
9:36:38,30,8180,18643,698,0,26260,0,0,69
9:36:43,32,8182,22897,763,0,0,0,0,69
9:36:48,30,8186,28181,720,0,90869,0,0,69
9:36:53,29,8189,29926,745,0,9741,0,0,69
9:36:58,28,8190,30338,795,0,7975,0,0,69
9:37:03,28,8189,34902,873,0,5923,0,0,69
9:37:08,18,8189,54150,1106,0,0,0,0,69
9:37:13,19,8188,59955,1153,0,97966,0,0,69
9:37:18,16,8189,68910,1249,0,240040,0,0,69
9:37:23,18,8185,57483,1080,0,20838,0,0,69
9:37:28,14,8194,74907,1410,0,50599,0,0,70
9:37:33,24,8176,48604,1233,0,6675,0,0,70
9:37:39,24,8178,56106,1182,0,18232,0,0,70
9:37:44,24,8176,56271,1075,0,228,0,0,70
9:37:49,21,8188,57529,742,0,12238,0,0,70
9:37:54,23,8190,68636,805,0,4640,0,0,70
9:37:59,14,8191,82513,1152,0,4047,0,0,70
9:38:04,9,8191,95377,1343,0,70784,0,0,70
9:38:09,21,8170,70403,696,0,3965,0,0,70
9:38:14,23,8171,66993,645,0,19747,0,0,70
9:38:19,22,8174,68438,672,0,5989,0,0,70
9:38:24,21,8173,69179,630,0,13800,0,0,70
9:38:29,22,8167,62837,698,0,46,0,0,70
9:38:34,25,8164,51455,702,0,6520,0,0,70
9:38:39,24,8167,49602,719,0,36,0,0,70
9:38:44,26,8165,48760,685,0,5480,0,0,70
9:38:49,25,8171,47415,697,0,10605,0,0,70
9:38:54,24,8178,47612,692,0,39339,0,0,70
9:38:59,26,8180,48529,681,0,1221,0,0,70
9:39:04,24,8179,49967,672,0,8060,0,0,70
9:39:09,25,8183,52936,675,0,6815,0,0,70
9:39:14,24,8184,55888,723,0,20540,0,0,70
9:39:19,25,8184,53957,727,0,6120,0,0,70
9:39:24,26,8178,44970,733,0,411,0,0,70
9:39:30,27,8176,38355,669,0,13733,0,0,70
9:39:35,28,8176,36268,671,0,8715,0,0,70
9:39:40,29,8178,37235,657,0,4885,0,0,70
9:39:45,27,8179,38600,688,0,3170,0,0,70
9:39:50,25,8176,37965,709,0,7759,0,0,70
9:39:55,31,8162,14736,746,0,13195,0,0,70
9:40:00,31,8161,10598,717,0,1050,0,0,70
9:40:05,29,8161,11279,710,0,4514,0,0,70
9:40:10,31,8158,11573,726,0,14144,0,0,70
9:40:15,32,8162,11234,718,0,4402,0,0,70
9:40:20,29,8169,12819,731,0,4213,0,0,70
9:40:25,30,8169,15097,720,0,12608,0,0,69
9:40:30,30,8176,18026,738,0,6353,0,0,69
9:40:35,31,8178,23177,744,0,8203,0,0,69
9:40:40,31,8174,26021,758,0,13606,0,0,68
9:40:45,31,8175,26063,754,0,94,0,0,68
9:40:50,20,8188,47928,1204,0,31655,0,0,68
9:40:55,12,8190,71128,1477,0,44958,0,0,68
9:41:00,30,8160,25639,708,0,8226,0,0,68
9:41:05,32,8164,24935,707,0,0,0,0,68
9:41:10,32,8164,25215,718,0,4294,0,0,68
9:41:16,30,8166,24529,689,0,8379,0,0,68
9:41:21,32,8167,25151,717,0,12082,0,0,68
9:41:26,32,8165,25239,720,0,15897,0,0,68
9:41:31,30,8169,25288,722,0,19499,0,0,68
9:41:36,31,8170,25636,717,0,0,0,0,68
9:41:41,30,8173,27012,746,0,4732,0,0,68
9:41:46,31,8170,25825,710,0,24591,0,0,68
9:41:51,31,8174,26721,720,0,4284,0,0,68
9:41:56,29,8174,25633,747,0,21912,0,0,68
9:42:01,31,8173,25223,711,0,13795,0,0,69
9:42:06,30,8175,25933,825,0,4335,0,0,69
9:42:11,31,8174,23624,678,0,4809,0,0,69
9:42:16,29,8176,25421,710,0,20601,0,0,69
9:42:21,31,8175,25465,720,0,10287,0,0,69
9:42:26,30,8171,21253,810,0,1491,0,0,70
9:42:31,30,8180,21525,762,0,4886,0,0,70
9:42:36,31,8167,13770,877,0,4284,0,0,70
9:42:41,31,8168,12376,947,0,4284,0,0,70
9:42:46,30,8173,16093,938,0,20455,0,0,70
9:42:51,32,8168,11285,849,0,21912,0,0,70
9:42:56,30,8171,10123,870,0,8627,0,0,70
9:43:01,33,8172,9705,866,0,17583,0,0,70
9:43:07,32,8173,11383,887,0,399,0,0,70
9:43:12,31,8182,10374,796,0,5332,0,0,70
9:43:17,28,8186,13408,726,0,0,0,0,70
9:43:22,23,8190,34819,958,0,1269,0,0,70
9:43:27,18,8186,51744,1322,0,3341308,0,0,70
9:43:32,20,8168,43567,1082,0,3965,0,0,70
9:43:37,27,8167,25516,676,0,8775,0,0,70
9:43:42,29,8168,25388,701,0,4420,0,0,71
9:43:47,29,8173,30584,779,0,8905,0,0,71
9:43:52,27,8182,29542,709,0,4834,0,0,71
9:43:57,26,8189,38169,720,0,7747,0,0,71
9:44:02,26,8186,38866,679,0,3961,0,0,72
9:44:07,21,8190,50457,897,0,0,0,0,72
9:44:12,22,8172,50055,967,0,39919,0,0,71
9:44:17,25,8175,37289,942,0,7356,0,0,71
9:44:22,26,8176,34092,825,0,7552,0,0,71
9:44:27,27,8171,31909,851,0,4289,0,0,71
9:44:32,28,8175,30345,809,0,4352,0,0,71
9:44:37,25,8178,32031,983,0,12035,0,0,70
9:44:42,27,8181,36617,722,0,0,0,0,70
9:44:48,25,8178,41559,743,0,8640,0,0,70
9:44:53,28,8189,41927,714,0,5504,0,0,70
9:44:58,28,8188,43603,702,0,0,0,0,70
9:45:03,26,8189,44955,691,0,44,0,0,70
9:45:08,27,8190,47973,710,0,10,0,0,70
9:45:13,27,8190,52498,703,0,22110,0,0,70
9:45:18,25,8187,53883,671,0,0,0,0,70
9:45:23,27,8188,43255,729,0,4224,0,0,70
9:45:28,30,8185,28405,704,0,53105,0,0,70
9:45:33,29,8182,31983,631,0,594,0,0,70
9:45:38,30,8186,33285,701,0,8633,0,0,70
9:45:43,24,8190,28575,704,0,6695,0,0,71
9:45:48,30,8185,20862,823,0,34382,0,0,71
9:45:53,27,8190,28839,997,0,114,0,0,70
9:45:58,25,8193,22439,1106,0,67404,0,0,71
9:46:04,27,8187,18885,962,0,4352,0,0,71
9:46:09,29,8188,17918,890,0,171,0,0,71
9:46:14,30,8185,12870,727,0,11386,0,0,71
9:46:19,30,8186,23312,948,0,5794,0,0,71
9:46:24,27,8192,21195,933,0,225214849,0,0,71
9:46:29,29,8188,28488,919,0,10319,0,0,71
9:46:34,25,8194,32712,915,0,24946,0,0,71
9:46:39,17,8193,56911,1347,0,37018,0,0,72
9:46:45,11,8192,70269,1442,0,96697,0,0,72
9:46:50,26,8169,33304,816,0,8518,0,0,72
9:46:55,23,8189,37645,822,0,19052,0,0,72
9:47:00,24,8190,49876,848,0,25874,0,0,72
9:47:05,22,8186,51738,804,0,5412,0,0,71
9:47:10,18,8182,51399,752,0,34067,0,0,72
9:47:15,24,8172,44668,935,0,16888,0,0,72
9:47:20,27,8170,39404,988,0,19640,0,0,72
9:47:25,25,8175,40933,1111,0,2387,0,0,72
9:47:30,27,8172,40082,790,0,0,0,0,72
9:47:35,27,8173,40894,735,0,10957,0,0,72
9:47:40,27,8175,40275,690,0,5717,0,0,72
9:47:45,27,8178,39974,731,3224,6272,0,0,72
9:47:50,22,8177,48693,771,0,8768,0,0,72
9:47:55,27,8176,40661,698,0,74756,0,0,72
9:48:00,24,8175,41936,723,0,22555,0,0,72
9:48:05,26,8178,43403,715,0,10,0,0,72
9:48:10,21,8193,58967,957,6448,57851,0,0,72
9:48:16,11,8189,83862,1418,0,21412,0,0,72
9:48:21,18,8169,65749,912,0,0,0,0,72
9:48:26,25,8178,55873,661,0,59,0,0,72
9:48:31,25,8180,57096,659,0,4355,0,0,72
9:48:36,24,8179,59579,659,0,0,0,0,72
9:48:41,24,8173,54142,704,0,9948,0,0,72
9:48:46,29,8165,34219,696,0,0,0,0,72
9:48:51,24,8156,29911,748,0,8727,0,0,70
9:48:56,30,8167,27386,800,0,12886,0,0,70
9:49:01,30,8164,26375,759,0,0,0,0,70
9:49:06,29,8166,25851,767,31185,218189,0,0,70
9:49:11,28,8167,27926,776,0,9479,0,0,70
9:49:16,28,8167,27877,855,0,10357,0,0,70
9:49:21,27,8172,28932,961,0,274,0,0,71
9:49:26,29,8173,27533,852,0,11072,0,0,71
9:49:31,28,8179,28044,759,0,11,0,0,71
9:49:36,29,8181,30905,770,0,7902,0,0,71
9:49:41,28,8184,34149,826,0,4149,0,0,71
9:49:46,28,8186,37614,810,0,6278,0,0,71
9:49:51,29,8188,41250,767,0,8710,0,0,71
9:49:57,26,8190,43165,796,0,9,0,0,71
9:50:02,27,8188,45802,878,0,19,0,0,71
9:50:07,24,8188,46218,1070,0,0,0,0,71
9:50:12,24,8187,42296,981,0,14972,0,0,72
9:50:17,21,8193,45622,1138,0,30020,0,0,73
9:50:22,25,8173,41442,1179,0,4290,0,0,73
9:50:27,30,8164,27531,804,0,12,0,0,73
9:50:32,32,8165,26121,756,0,4420,0,0,73
9:50:37,31,8165,23475,711,0,0,0,0,73
9:50:42,32,8165,23255,769,0,4420,0,0,73
9:50:47,31,8168,24577,698,0,224412,0,0,73
9:50:52,26,8176,29599,755,0,35405,0,0,73
9:50:57,30,8183,22297,639,0,4544,0,0,73
9:51:03,32,8185,23432,631,0,12,0,0,73
9:51:08,31,8185,24307,571,0,88,0,0,73
9:51:13,30,8188,24094,602,0,8632,0,0,72
9:51:18,30,8188,27997,560,0,4773,0,0,71
9:51:23,29,8189,34870,713,0,3383217,0,0,71
9:51:28,21,8192,56780,916,0,33639,0,0,71
9:51:33,16,8190,65229,1177,0,23820,0,0,72
9:51:38,24,8173,47253,763,0,3240,0,0,72
9:51:43,30,8174,39964,660,0,3498,0,0,72
9:51:48,30,8178,40426,644,0,3498,0,0,72
9:51:53,30,8175,40043,616,0,14361,0,0,72
9:51:58,28,8175,36301,640,0,5616,0,0,72
9:52:03,30,8174,24927,627,0,2833,0,0,72
9:52:08,30,8176,25297,656,0,26598,0,0,72
9:52:13,30,8180,24603,638,0,114,0,0,72
9:52:18,27,8185,28866,717,0,4422,0,0,72
9:52:23,25,8186,30178,810,0,1080,0,0,72
9:52:28,25,8189,30418,810,0,66829,0,0,71
9:52:33,25,8187,28415,896,17325,13264,0,0,72
9:52:39,25,8189,31760,919,0,0,0,0,72
9:52:44,25,8185,30303,849,0,8954,0,0,72
9:52:49,29,8182,23090,624,0,8885,0,0,72
9:52:54,30,8183,24477,579,0,6175,0,0,72
9:52:59,31,8190,24930,554,0,11,0,0,72
9:53:04,29,8185,25194,555,0,16381,0,0,72
9:53:09,30,8187,25496,572,0,0,0,0,72
9:53:14,28,8188,25852,546,0,20150,0,0,72
9:53:19,29,8189,25301,583,0,1105,0,0,72
9:53:24,27,8190,28172,586,0,29746,0,0,72
9:53:29,23,8189,32803,695,0,17816,0,0,72
9:53:34,27,8189,26940,640,0,21264,0,0,72
9:53:39,26,8189,26507,608,0,4412,0,0,71
9:53:44,25,8187,26305,607,0,109,0,0,71
9:53:49,22,8190,25783,725,0,71755,0,0,71
9:53:54,26,8190,16526,737,0,0,0,0,71
9:53:59,27,8189,11268,659,0,8840,0,0,71
9:54:04,29,8185,9894,612,0,2742,0,0,71
9:54:09,29,8190,10728,615,0,4465,0,0,71
9:54:14,29,8189,12344,640,0,10,0,0,71
9:54:19,29,8188,11707,626,0,0,0,0,71
9:54:24,27,8188,10937,718,0,0,0,0,72
9:54:30,30,8188,12209,712,0,0,0,0,72
9:54:35,28,8190,15272,751,0,1002,0,0,72
9:54:40,28,8189,15895,746,0,23140,0,0,72
9:54:45,28,8189,16470,796,0,11665,0,0,72
9:54:50,27,8189,17447,730,0,114,0,0,72
9:54:55,29,8190,19421,626,0,13930,0,0,72
9:55:00,21,8190,30331,690,0,20456,0,0,72
9:55:05,18,8194,47463,1028,0,163426,0,0,72
9:55:10,11,8191,53554,1214,0,3473228,0,0,72
9:55:15,17,8189,43143,1036,0,21714,0,0,72
9:55:20,23,8191,28604,825,0,51931,0,0,72
9:55:25,27,8190,29263,701,0,4432,0,0,72
9:55:30,27,8190,28257,684,0,5289,0,0,72
9:55:35,27,8188,29341,606,0,29985,0,0,72
9:55:40,29,8190,28937,613,0,4481,0,0,72
9:55:45,24,8189,32666,635,0,74976,0,0,72
9:55:50,25,8189,30532,654,0,11880,0,0,72
9:55:55,27,8189,29261,619,0,67,0,0,72
9:56:00,20,8190,29328,701,0,12910,0,0,73
9:56:05,16,8190,30455,701,0,17066,0,0,74
9:56:11,15,8190,31275,692,0,23768,0,0,74
9:56:16,13,8191,31569,702,0,15092,0,0,74
9:56:21,15,8190,33172,694,0,9115,0,0,74
9:56:26,16,8190,32665,689,0,8016,0,0,74
9:56:31,11,8194,40379,811,20345,35649,0,0,74
9:56:36,11,8198,49213,966,0,25330,0,0,74
9:56:41,10,8206,61174,1060,0,20870,0,0,74
9:56:46,10,8205,69163,1097,0,194945,0,0,74
9:56:51,16,8192,44471,633,0,19380,0,0,74
9:56:56,15,8190,44820,607,0,7784,0,0,73
9:57:01,17,8190,47399,597,0,29831,0,0,73
9:57:06,18,8197,41218,592,0,228284973,0,0,73
9:57:11,21,8190,30963,568,0,1188,0,0,73
9:57:16,24,8190,29537,550,0,4960,0,0,73
9:57:21,20,8190,35425,655,0,4657,0,0,73
9:57:26,14,8202,40055,702,0,13658,0,0,73
9:57:32,13,8204,46325,805,2560,38290,0,0,73
9:57:37,12,8212,56996,952,0,96499,0,0,73
9:57:42,11,8216,71169,962,0,17126,0,0,73
9:57:47,17,8211,54815,596,0,5596,0,0,73
9:57:52,17,8214,57824,584,0,13823,0,0,73
9:57:57,17,8212,58532,580,0,4467,0,0,73
9:58:02,13,8218,61388,839,0,20424,0,0,73
9:58:07,14,8217,55184,814,0,4736,0,0,73
9:58:12,13,8216,56007,851,0,18770,0,0,73
9:58:17,14,8218,47808,805,0,4150,0,0,73
9:58:22,14,8211,50275,697,0,612,0,0,72
9:58:27,14,8211,54860,533,0,4950,0,0,72
9:58:32,14,8212,55295,507,0,6240,0,0,72
9:58:38,13,8210,56975,573,0,0,0,0,72
9:58:43,13,8213,56024,546,0,22812,0,0,72
9:58:48,12,8207,50393,575,0,113533,0,0,72
9:58:53,13,8203,42585,554,0,97935,0,0,72
9:58:58,13,8205,47463,549,0,4535,0,0,72
9:59:03,12,8203,42181,566,0,8148,0,0,72
9:59:08,14,8202,40061,530,0,4968,0,0,72
9:59:13,16,8202,41767,538,0,69657,0,0,72
9:59:18,16,8204,41467,547,0,17307,0,0,72
9:59:23,15,8202,40367,541,0,1212,0,0,72
9:59:28,17,8202,41002,533,0,255,0,0,72
9:59:33,16,8201,40972,554,0,10126,0,0,72
9:59:38,16,8199,42354,587,0,67,0,0,72
9:59:43,15,8191,34805,575,0,9848,0,0,72
9:59:48,18,8191,26265,566,0,4422,0,0,72
9:59:53,18,8190,26875,551,0,21018,0,0,72
9:59:58,17,8191,25931,569,0,19266,0,0,72
10:00:03,22,8191,12085,589,0,65392,0,0,72
10:00:08,24,8191,11679,568,0,11225,0,0,72
10:00:14,26,8190,10764,539,0,1202,0,0,72
10:00:19,27,8190,11179,543,0,60,0,0,72
10:00:24,25,8190,11624,561,0,9579,0,0,72
10:00:29,21,8190,17235,575,0,4446,0,0,72
10:00:34,13,8204,31826,822,0,11980,0,0,72
10:00:39,9,8212,51610,1068,0,42620,0,0,72
10:00:44,10,8202,53857,1009,0,0,0,0,72
10:00:49,14,8191,24899,543,0,9,0,0,72
10:00:54,14,8194,25875,566,0,1290,0,0,72
10:00:59,16,8191,28205,610,0,6336,0,0,72
10:01:04,28,8190,26717,543,0,16155,0,0,72
10:01:09,28,8190,26768,554,0,447,0,0,72
10:01:14,30,8190,26697,583,0,0,0,0,72
10:01:19,29,8190,27798,603,0,2268,0,0,72
10:01:24,30,8190,27341,584,0,3894,0,0,72
10:01:29,28,8190,27581,598,0,612,0,0,72
10:01:34,27,8190,27367,604,0,59,0,0,72
10:01:39,28,8190,26454,594,0,14490,0,0,72
10:01:44,28,8190,27268,594,0,399,0,0,72
10:01:49,25,8190,27589,581,0,5364,0,0,72
10:01:55,27,8190,27344,595,0,230,0,0,72
10:02:00,28,8190,25520,543,0,0,0,0,72
10:02:05,27,8190,26452,571,0,4539,0,0,72
10:02:10,29,8190,26556,584,0,612,0,0,72
10:02:15,29,8190,26701,583,0,0,0,0,72
10:02:20,29,8190,27626,611,0,6882,0,0,72
10:02:25,30,8191,27522,594,0,0,0,0,72
10:02:30,29,8191,26728,578,0,8627,0,0,72
10:02:35,28,8188,20458,657,0,0,0,0,72
10:02:40,32,8190,12516,633,0,1192,0,0,72
10:02:45,30,8191,12869,645,0,104933,0,0,72
10:02:50,31,8189,14693,696,0,4324,0,0,72
10:02:55,31,8158,14757,726,0,0,0,0,71
10:03:00,32,8165,13263,715,0,5189,0,0,70
10:03:05,31,8174,14066,714,0,4893,0,0,70
10:03:10,30,8178,15129,753,0,42432,0,0,70
10:03:15,30,8176,14751,734,0,4430,0,0,70
10:03:20,32,8179,13580,695,0,0,0,0,70
10:03:25,32,8179,14536,684,0,0,0,0,70
10:03:30,29,8182,15975,728,0,0,0,0,70
10:03:35,32,8181,15137,727,0,4420,0,0,70
10:03:40,32,8183,14045,739,0,4494,0,0,70
10:03:46,32,8183,13627,751,0,4676,0,0,70
10:03:51,31,8184,14025,741,0,9295,0,0,70
10:03:56,31,8183,12610,693,0,13813,0,0,70
10:04:01,29,8186,16077,734,0,399,0,0,70
10:04:06,30,8188,16134,724,0,13408,0,0,70
10:04:11,30,8188,15072,693,0,603,0,0,70
10:04:16,28,8188,14619,722,0,654,0,0,70
10:04:21,32,8189,14288,739,4160,4400,0,0,70
10:04:26,30,8189,14150,737,0,197105,0,0,70
10:04:31,29,8188,13765,699,0,4489,0,0,70
10:04:36,32,8190,14340,716,0,0,0,0,70
10:04:41,29,8189,14053,723,0,65050,0,0,70
10:04:46,29,8186,13576,699,0,1002,0,0,70
10:04:51,30,8190,13843,746,0,11680,0,0,70
10:04:56,30,8190,14210,822,0,0,0,0,70
10:05:01,30,8190,13601,804,0,583,0,0,70
10:05:06,30,8190,13585,834,0,16605,0,0,70
10:05:11,30,8189,13805,790,0,8190,0,0,70
10:05:16,30,8188,13274,768,0,4487,0,0,70
10:05:21,29,8191,16605,924,0,37743,0,0,71
10:05:26,28,8190,15438,997,0,32495,0,0,71
10:05:31,26,8190,16659,1023,0,45,0,0,71
10:05:37,29,8189,15707,937,0,0,0,0,70
10:05:42,30,8190,13310,919,0,8408,0,0,70
10:05:47,31,8188,12982,714,0,3840,0,0,70
10:05:52,30,8189,12616,742,0,3914,0,0,70
10:05:57,30,8189,12586,760,0,0,0,0,70
10:06:02,30,8190,11763,719,0,5440,0,0,70
10:06:07,29,8189,13384,804,5376,399,0,0,70
10:06:12,28,8189,13116,817,0,628,0,0,70
10:06:17,30,8190,12674,843,0,7737,0,0,71
10:06:22,31,8189,12515,724,0,0,0,0,70
10:06:27,31,8187,12570,775,0,58,0,0,69
10:06:32,28,8189,12502,815,0,4788,0,0,69
10:06:37,31,8189,12733,792,0,25401,0,0,69
10:06:42,31,8190,13359,752,0,9783,0,0,69
10:06:47,31,8188,11443,764,0,4914,0,0,69
10:06:52,27,8191,12494,972,0,10909,0,0,71
10:06:57,29,8190,12276,942,0,10899,0,0,70
10:07:02,29,8190,13307,914,0,4858,0,0,70
10:07:07,28,8186,15410,865,0,19965,0,0,69
10:07:12,29,8184,13779,874,0,18116,0,0,69
10:07:17,30,8186,11758,1099,0,8477,0,0,71
10:07:22,30,8188,13220,889,0,0,0,0,70
10:07:27,30,8189,13123,966,0,0,0,0,70
10:07:32,28,8189,13941,944,0,11402,0,0,70
10:07:37,31,8190,15275,827,0,0,0,0,70
10:07:42,27,8195,24200,954,11346,64494,0,0,70
10:07:47,22,8191,36867,1191,0,14623,0,0,70
10:07:52,13,8193,59922,1503,0,19918,0,0,70
10:07:58,19,8178,39720,1301,0,86454,0,0,70
10:08:03,28,8189,26871,884,0,54,0,0,70
10:08:08,27,8189,28066,820,0,594,0,0,70
10:08:13,25,8190,26415,822,0,0,0,0,71
10:08:18,27,8190,27693,920,0,12644,0,0,72
10:08:23,29,8190,27309,748,0,5440,0,0,72
10:08:28,27,8191,28337,753,0,18696,0,0,72
10:08:33,25,8190,29545,790,5208,8832,0,0,72
10:08:38,22,8190,33394,832,0,31016,0,0,72
10:08:43,16,8193,46911,1064,0,19924,0,0,72
10:08:48,10,8196,54721,1148,0,118703,0,0,72
10:08:53,5,8208,75133,1400,3224,62580,0,0,72
10:08:58,13,8190,44141,802,0,71639,0,0,72
10:09:03,11,8195,44737,871,0,137676,0,0,72
10:09:09,13,8197,46640,1100,0,94,0,0,73
10:09:14,13,8202,49629,1275,0,54317,0,0,74
10:09:19,12,8210,53320,1443,0,19136,0,0,74
10:09:24,10,8209,58900,1664,0,19905,0,0,75
10:09:29,12,8209,60746,1744,0,10903,0,0,75
10:09:34,11,8222,58070,1707,0,16092,0,0,76
10:09:39,12,8227,64474,1474,7808,4422,0,0,78
10:09:44,9,8235,72309,1492,0,42949,0,0,78
10:09:50,5,8244,87420,1894,0,3426905,0,0,78
10:09:55,2,8254,94494,2107,0,3912150,0,0,78
